Date,Open,High,Low,Close,Adj Close,Volume
2017-08-25,9940.000000,10095.000000,9810.000000,9990.000000,8912.436523,11047500
2017-08-28,9985.000000,9985.000000,9950.000000,9960.000000,8885.671875,3337500
2017-08-29,9985.000000,10110.000000,9955.000000,10100.000000,9010.572266,15226000
2017-08-30,10150.000000,10200.000000,10100.000000,10100.000000,9010.572266,12592500
2017-08-31,10200.000000,10200.000000,10045.000000,10110.000000,9019.494141,8868000
2017-09-01,10110.000000,10110.000000,10110.000000,10110.000000,9019.494141,0
2017-09-04,10110.000000,10240.000000,10110.000000,10195.000000,9095.324219,7962000
2017-09-05,10170.000000,10205.000000,10080.000000,10200.000000,9099.786133,4802000
2017-09-06,10100.000000,10145.000000,10080.000000,10120.000000,9028.413086,7837000
2017-09-07,10120.000000,10160.000000,10090.000000,10120.000000,9028.413086,5440500
2017-09-08,10120.000000,10180.000000,10100.000000,10160.000000,9064.100586,5309000
2017-09-11,10120.000000,10200.000000,10105.000000,10105.000000,9015.034180,4821000
2017-09-12,10120.000000,10215.000000,10115.000000,10120.000000,9028.413086,6335500
2017-09-13,10120.000000,10280.000000,10120.000000,10240.000000,9135.472656,5244500
2017-09-14,10200.000000,10350.000000,10175.000000,10220.000000,9117.627930,7497000
2017-09-15,10270.000000,10300.000000,10080.000000,10185.000000,9086.402344,13225500
2017-09-18,10185.000000,10235.000000,10015.000000,10200.000000,9099.786133,5104500
2017-09-19,10285.000000,10285.000000,10120.000000,10200.000000,9099.786133,9661000
2017-09-20,10200.000000,10230.000000,10105.000000,10200.000000,9099.786133,8159000
2017-09-21,10200.000000,10200.000000,10200.000000,10200.000000,9099.786133,0
2017-09-22,10200.000000,10205.000000,9975.000000,10000.000000,8921.358398,13066500
2017-09-25,10000.000000,10005.000000,9795.000000,9940.000000,8867.831055,9983000
2017-09-26,9940.000000,9955.000000,9830.000000,9870.000000,8805.381836,8519000
2017-09-27,9965.000000,10030.000000,9910.000000,10000.000000,8921.358398,10578500
2017-09-28,10025.000000,10090.000000,9815.000000,9840.000000,8778.618164,12687500
2017-09-29,9920.000000,10070.000000,9795.000000,9795.000000,8738.470703,9658000
2017-10-02,9840.000000,10030.000000,9840.000000,10030.000000,8948.123047,6749500
2017-10-03,10035.000000,10235.000000,10005.000000,10165.000000,9068.561523,11272000
2017-10-04,10200.000000,10230.000000,10165.000000,10180.000000,9081.941406,10373000
2017-10-05,10180.000000,10180.000000,10005.000000,10020.000000,8939.202148,8606000
2017-10-06,10100.000000,10100.000000,9980.000000,9995.000000,8916.897461,6094000
2017-10-09,10000.000000,10055.000000,9900.000000,9960.000000,8885.671875,5257500
2017-10-10,10000.000000,10020.000000,9840.000000,9865.000000,8800.919922,8980500
2017-10-11,9860.000000,9860.000000,9725.000000,9775.000000,8720.627930,13506000
2017-10-12,9775.000000,9900.000000,9775.000000,9800.000000,8742.931641,11075500
2017-10-13,9805.000000,9890.000000,9720.000000,9850.000000,8787.538086,7564000
2017-10-16,9840.000000,9840.000000,9710.000000,9840.000000,8778.618164,14947500
2017-10-17,9840.000000,10000.000000,9840.000000,10000.000000,8921.358398,9172000
2017-10-18,10010.000000,10040.000000,9920.000000,9995.000000,8916.897461,8779500
2017-10-19,10000.000000,10000.000000,9935.000000,9935.000000,8863.369141,8349000
2017-10-20,9935.000000,10000.000000,9880.000000,9910.000000,8841.065430,5250500
2017-10-23,9910.000000,9950.000000,9820.000000,9830.000000,8769.694336,5488000
2017-10-24,9900.000000,9960.000000,9810.000000,9830.000000,8769.694336,6441000
2017-10-25,9840.000000,9900.000000,9815.000000,9900.000000,8832.144531,11117500
2017-10-26,9905.000000,9905.000000,9815.000000,9905.000000,8836.607422,13064000
2017-10-27,9820.000000,9905.000000,9810.000000,9830.000000,8769.694336,9376500
2017-10-30,9830.000000,9920.000000,9780.000000,9830.000000,8769.694336,6617500
2017-10-31,9990.000000,9990.000000,9850.000000,9920.000000,8849.986328,11025500
2017-11-01,9850.000000,9955.000000,9850.000000,9920.000000,8849.986328,4798500
2017-11-02,9955.000000,9955.000000,9810.000000,9815.000000,8756.313477,15044500
2017-11-03,9830.000000,9980.000000,9815.000000,9975.000000,8899.053711,5694000
2017-11-06,9840.000000,9960.000000,9810.000000,9835.000000,8774.157227,11908000
2017-11-07,9900.000000,9900.000000,9840.000000,9870.000000,8805.381836,6445500
2017-11-08,9860.000000,9900.000000,9860.000000,9890.000000,8823.222656,3795500
2017-11-09,9900.000000,9900.000000,9860.000000,9860.000000,8796.459961,6427500
2017-11-10,9850.000000,9930.000000,9830.000000,9835.000000,8774.157227,7882000
2017-11-13,9830.000000,9945.000000,9830.000000,9845.000000,8783.077148,7800000
2017-11-14,9830.000000,9850.000000,9795.000000,9795.000000,8738.470703,10573000
2017-11-15,9795.000000,9845.000000,9790.000000,9795.000000,8738.470703,11142000
2017-11-16,9785.000000,9960.000000,9785.000000,9850.000000,8787.538086,8375500
2017-11-17,9830.000000,10000.000000,9830.000000,9930.000000,8858.909180,11551500
2017-11-20,9895.000000,9980.000000,9885.000000,9885.000000,8818.761719,9124500
2017-11-21,9885.000000,9965.000000,9800.000000,9880.000000,8814.301758,10193000
2017-11-22,9880.000000,9940.000000,9840.000000,9890.000000,8823.222656,9824500
2017-11-23,9920.000000,9940.000000,9845.000000,9870.000000,8805.381836,4044500
2017-11-24,9935.000000,9960.000000,9830.000000,9960.000000,8885.671875,9735500
2017-11-27,9960.000000,10080.000000,9860.000000,10080.000000,8992.729492,9359500
2017-11-28,10050.000000,10200.000000,9985.000000,10200.000000,9099.786133,12345500
2017-11-29,10100.000000,10200.000000,10015.000000,10045.000000,8961.503906,15500500
2017-11-30,10000.000000,10000.000000,9860.000000,9860.000000,8868.858398,34073000
2017-12-01,9860.000000,9860.000000,9860.000000,9860.000000,8868.858398,0
2017-12-04,9860.000000,9980.000000,9815.000000,9860.000000,8868.858398,12580000
2017-12-05,9900.000000,10120.000000,9900.000000,9930.000000,8931.821289,9735500
2017-12-06,9895.000000,10010.000000,9895.000000,9930.000000,8931.821289,9752000
2017-12-07,9900.000000,10065.000000,9900.000000,10060.000000,9048.753906,5973500
2017-12-08,10060.000000,10180.000000,10045.000000,10180.000000,9156.689453,4845000
2017-12-11,10190.000000,10500.000000,10140.000000,10200.000000,9174.681641,8978500
2017-12-12,10200.000000,10300.000000,10190.000000,10220.000000,9192.670898,4723500
2017-12-13,10220.000000,10245.000000,10100.000000,10200.000000,9174.681641,4754000
2017-12-14,10200.000000,10280.000000,10125.000000,10200.000000,9174.681641,12766500
2017-12-15,10140.000000,10425.000000,10135.000000,10425.000000,9377.063477,21064000
2017-12-18,10430.000000,10595.000000,10265.000000,10595.000000,9529.975586,7777500
2017-12-19,10420.000000,10820.000000,10410.000000,10820.000000,9732.358398,14134000
2017-12-20,10820.000000,10820.000000,10580.000000,10600.000000,9534.473633,24206500
2017-12-21,10600.000000,10795.000000,10540.000000,10710.000000,9633.414063,14735000
2017-12-22,10700.000000,10835.000000,10660.000000,10825.000000,9736.854492,9648500
2017-12-25,10825.000000,10825.000000,10825.000000,10825.000000,9736.854492,0
2017-12-26,10825.000000,10825.000000,10825.000000,10825.000000,9736.854492,0
2017-12-27,10760.000000,10840.000000,10760.000000,10825.000000,9736.854492,15840500
2017-12-28,10830.000000,10880.000000,10610.000000,10880.000000,9786.325195,14564500
2017-12-29,10880.000000,11195.000000,10875.000000,11180.000000,10056.169922,12763000
2018-01-01,11180.000000,11180.000000,11180.000000,11180.000000,10056.169922,0
2018-01-02,11235.000000,11620.000000,11000.000000,11175.000000,10051.670898,12108500
2018-01-03,11175.000000,11180.000000,10640.000000,10800.000000,9714.367188,13805500
2018-01-04,10680.000000,10800.000000,10655.000000,10680.000000,9606.430664,9651500
2018-01-05,10680.000000,10800.000000,10635.000000,10800.000000,9714.367188,8882500
2018-01-08,10800.000000,10940.000000,10800.000000,10880.000000,9786.325195,6800000
2018-01-09,10885.000000,10905.000000,10700.000000,10700.000000,9624.420898,15647500
2018-01-10,10700.000000,10885.000000,10700.000000,10840.000000,9750.347656,7498000
2018-01-11,10840.000000,10875.000000,10765.000000,10875.000000,9781.829102,7824500
2018-01-12,10875.000000,10915.000000,10740.000000,10850.000000,9759.341797,5859500
2018-01-15,10850.000000,10920.000000,10850.000000,10920.000000,9822.304688,5317000
2018-01-16,10920.000000,11000.000000,10920.000000,11000.000000,9894.262695,6961500
2018-01-17,10960.000000,10960.000000,10860.000000,10870.000000,9777.330078,23525500
2018-01-18,10870.000000,10970.000000,10865.000000,10870.000000,9777.330078,9439000
2018-01-19,10870.000000,11000.000000,10860.000000,10890.000000,9795.320313,14025000
2018-01-22,10890.000000,10900.000000,10875.000000,10880.000000,9786.325195,11736000
2018-01-23,10900.000000,11100.000000,10860.000000,11100.000000,9984.212891,9284000
2018-01-24,11100.000000,11135.000000,10980.000000,11120.000000,10002.200195,8882500
2018-01-25,11140.000000,11155.000000,11005.000000,11005.000000,9898.760742,6900000
2018-01-26,11025.000000,11110.000000,10900.000000,10910.000000,9813.310547,7240500
2018-01-29,11000.000000,11080.000000,10920.000000,11080.000000,9966.222656,9640000
2018-01-30,11080.000000,11090.000000,10950.000000,10975.000000,9871.776367,13392000
2018-01-31,10975.000000,11140.000000,10500.000000,10880.000000,9786.325195,14159000
2018-02-01,10900.000000,11070.000000,10880.000000,10880.000000,9786.325195,8391500
2018-02-02,11070.000000,11075.000000,10900.000000,11005.000000,9898.760742,14217000
2018-02-05,10790.000000,11000.000000,10790.000000,10825.000000,9736.854492,10111500
2018-02-06,10700.000000,10955.000000,10700.000000,10780.000000,9696.378906,30560000
2018-02-07,10900.000000,10980.000000,10900.000000,10935.000000,9835.797852,12607500
2018-02-08,10990.000000,10990.000000,10800.000000,10875.000000,9781.829102,10242000
2018-02-09,10900.000000,11080.000000,10865.000000,11080.000000,9966.222656,12072000
2018-02-12,11040.000000,11110.000000,10920.000000,11000.000000,9894.262695,9905500
2018-02-13,11000.000000,11040.000000,10930.000000,10985.000000,9880.770508,7792500
2018-02-14,10920.000000,10980.000000,10855.000000,10900.000000,9804.316406,7630000
2018-02-15,10860.000000,11000.000000,10860.000000,10910.000000,9813.310547,10587500
2018-02-16,10910.000000,10910.000000,10910.000000,10910.000000,9813.310547,0
2018-02-19,10900.000000,10990.000000,10860.000000,10960.000000,9858.285156,6783500
2018-02-20,11000.000000,11000.000000,10820.000000,10890.000000,9795.320313,10324500
2018-02-21,10865.000000,10900.000000,10840.000000,10900.000000,9804.316406,8576000
2018-02-22,10900.000000,10930.000000,10800.000000,10800.000000,9714.367188,10958000
2018-02-23,10890.000000,10935.000000,10790.000000,10890.000000,9795.320313,13641000
2018-02-26,10890.000000,10890.000000,10780.000000,10795.000000,9709.871094,7089500
2018-02-27,10760.000000,10795.000000,10750.000000,10795.000000,9709.871094,13849000
2018-02-28,10900.000000,10920.000000,10745.000000,10780.000000,9696.378906,20500000
2018-03-01,10780.000000,10840.000000,10775.000000,10795.000000,9709.871094,8966000
2018-03-02,10850.000000,10870.000000,10755.000000,10780.000000,9696.378906,6073000
2018-03-05,10900.000000,10900.000000,10795.000000,10795.000000,9709.871094,16006500
2018-03-06,10760.000000,10795.000000,10505.000000,10505.000000,9449.022461,9490000
2018-03-07,10540.000000,10560.000000,10200.000000,10230.000000,9201.665039,20482500
2018-03-08,10260.000000,10400.000000,10235.000000,10240.000000,9210.660156,12961500
2018-03-09,10240.000000,10265.000000,10040.000000,10110.000000,9093.727539,12133500
2018-03-12,10165.000000,10205.000000,10055.000000,10090.000000,9075.738281,16465500
2018-03-13,10090.000000,10100.000000,10035.000000,10090.000000,9075.738281,11372500
2018-03-14,10150.000000,10180.000000,10010.000000,10025.000000,9017.273438,4367500
2018-03-15,10010.000000,10100.000000,9890.000000,10025.000000,9017.273438,7245500
2018-03-16,10020.000000,10030.000000,9830.000000,9940.000000,8940.817383,22295000
2018-03-19,9940.000000,10000.000000,9940.000000,9980.000000,8976.793945,3898000
2018-03-20,9900.000000,10000.000000,9900.000000,10000.000000,8994.784180,6551000
2018-03-21,10050.000000,10255.000000,10050.000000,10255.000000,9224.153320,7897000
2018-03-22,10360.000000,10360.000000,10055.000000,10150.000000,9129.708008,9370500
2018-03-23,9880.000000,10195.000000,9870.000000,10195.000000,9170.183594,12332500
2018-03-26,10200.000000,10210.000000,10060.000000,10070.000000,9057.749023,11523500
2018-03-27,10100.000000,10245.000000,9945.000000,10000.000000,8994.784180,6272000
2018-03-28,10000.000000,10000.000000,9875.000000,9880.000000,8886.848633,4383500
2018-03-29,9880.000000,9925.000000,9795.000000,9905.000000,8909.336914,11235500
2018-03-30,9905.000000,9905.000000,9905.000000,9905.000000,8909.336914,0
2018-04-02,10030.000000,10070.000000,9910.000000,10040.000000,9030.765625,6970500
2018-04-03,10030.000000,10080.000000,9980.000000,10020.000000,9012.775391,5223500
2018-04-04,10020.000000,10070.000000,9810.000000,9910.000000,8913.832031,5087000
2018-04-05,9980.000000,10045.000000,9980.000000,10005.000000,8999.281250,3107000
2018-04-06,10005.000000,10160.000000,9915.000000,10155.000000,9134.205078,3063500
2018-04-09,10155.000000,10380.000000,10090.000000,10380.000000,9336.586914,5733500
2018-04-10,10380.000000,10400.000000,10095.000000,10400.000000,9354.577148,8846500
2018-04-11,10420.000000,10500.000000,10350.000000,10380.000000,9336.586914,6913000
2018-04-12,10340.000000,10350.000000,10190.000000,10340.000000,9300.607422,5920000
2018-04-13,10230.000000,10330.000000,10040.000000,10040.000000,9030.765625,4735500
2018-04-16,10040.000000,10040.000000,10040.000000,10040.000000,9030.765625,0
2018-04-17,10040.000000,10040.000000,10040.000000,10040.000000,9030.765625,0
2018-04-18,10220.000000,10380.000000,10220.000000,10315.000000,9278.120117,7122000
2018-04-19,10315.000000,10315.000000,10315.000000,10315.000000,9278.120117,0
2018-04-20,10315.000000,10315.000000,10315.000000,10315.000000,9278.120117,0
2018-04-23,10220.000000,10220.000000,10145.000000,10160.000000,9138.703125,18258500
2018-04-24,10060.000000,10060.000000,9600.000000,9600.000000,8634.994141,29048500
2018-04-25,9600.000000,9600.000000,9600.000000,9600.000000,8634.994141,0
2018-04-26,9600.000000,9600.000000,9600.000000,9600.000000,8634.994141,0
2018-04-27,9600.000000,9600.000000,9600.000000,9600.000000,8634.994141,0
2018-04-30,9230.000000,9470.000000,9230.000000,9270.000000,8338.165039,6115500
2018-05-01,9270.000000,9270.000000,9270.000000,9270.000000,8338.165039,0
2018-05-02,9320.000000,9350.000000,9080.000000,9190.000000,8266.207031,12729500
2018-05-03,9160.000000,9180.000000,9040.000000,9040.000000,8131.285156,7128500
2018-05-04,9000.000000,9135.000000,8980.000000,9070.000000,8158.270020,6355500
2018-05-07,9160.000000,9595.000000,9160.000000,9580.000000,8617.003906,9679500
2018-05-08,9580.000000,9585.000000,9380.000000,9410.000000,8464.092773,9377000
2018-05-09,9225.000000,9905.000000,9225.000000,9890.000000,8895.842773,19843000
2018-05-10,9890.000000,9890.000000,9890.000000,9890.000000,8895.842773,0
2018-05-11,9700.000000,9925.000000,9680.000000,9800.000000,8814.889648,21548500
2018-05-14,9800.000000,9800.000000,9800.000000,9800.000000,8814.889648,0
2018-05-15,9800.000000,9805.000000,9400.000000,9490.000000,8536.051758,10121500
2018-05-16,9300.000000,9420.000000,9060.000000,9150.000000,8230.229492,17244000
2018-05-17,9160.000000,9270.000000,9100.000000,9100.000000,8185.254883,23338500
2018-05-18,9120.000000,9270.000000,9120.000000,9235.000000,8306.684570,11921500
2018-05-21,9255.000000,9335.000000,9160.000000,9240.000000,8311.181641,5784000
2018-05-22,9395.000000,9410.000000,9235.000000,9240.000000,8311.181641,9639000
2018-05-23,9290.000000,9420.000000,9260.000000,9280.000000,8347.159180,7356000
2018-05-24,9370.000000,9645.000000,9355.000000,9620.000000,8652.982422,8080000
2018-05-25,9600.000000,9600.000000,9355.000000,9360.000000,8419.118164,10020000
2018-05-28,9360.000000,9465.000000,9300.000000,9420.000000,8473.086914,8938500
2018-05-29,9420.000000,9420.000000,9420.000000,9420.000000,8473.086914,0
2018-05-30,9420.000000,9590.000000,9300.000000,9310.000000,8374.145508,12386500
2018-05-31,9330.000000,9470.000000,9080.000000,9120.000000,8203.243164,38013500
2018-06-01,9120.000000,9120.000000,9120.000000,9120.000000,8203.243164,0
2018-06-04,9120.000000,9240.000000,9080.000000,9080.000000,8258.725586,13623000
2018-06-05,9120.000000,9360.000000,9090.000000,9360.000000,8513.400391,10943000
2018-06-06,9360.000000,9380.000000,9215.000000,9240.000000,8404.254883,10571000
2018-06-07,9270.000000,9325.000000,9240.000000,9240.000000,8404.254883,6000500
2018-06-08,9180.000000,9245.000000,9080.000000,9080.000000,8258.725586,25477000
2018-06-11,9080.000000,9080.000000,9080.000000,9080.000000,8258.725586,0
2018-06-12,9080.000000,9080.000000,9080.000000,9080.000000,8258.725586,0
2018-06-13,9080.000000,9080.000000,9080.000000,9080.000000,8258.725586,0
2018-06-14,9080.000000,9080.000000,9080.000000,9080.000000,8258.725586,0
2018-06-15,9080.000000,9080.000000,9080.000000,9080.000000,8258.725586,0
2018-06-18,9080.000000,9080.000000,9080.000000,9080.000000,8258.725586,0
2018-06-19,9080.000000,9080.000000,9080.000000,9080.000000,8258.725586,0
2018-06-20,9220.000000,9220.000000,8855.000000,8855.000000,8054.077637,29721000
2018-06-21,8940.000000,9010.000000,8775.000000,8840.000000,8040.434082,14450000
2018-06-22,8840.000000,8960.000000,8780.000000,8840.000000,8040.434082,15193500
2018-06-25,8860.000000,9100.000000,8780.000000,9000.000000,8185.961914,8633000
2018-06-26,9000.000000,9005.000000,8900.000000,8910.000000,8104.103027,9360000
2018-06-27,8910.000000,9190.000000,8880.000000,8885.000000,8081.364258,10589000
2018-06-28,8900.000000,9100.000000,8805.000000,8910.000000,8104.103027,13394500
2018-06-29,8920.000000,9220.000000,8920.000000,9220.000000,8386.064453,10911500
2018-07-02,9180.000000,9190.000000,9040.000000,9070.000000,8249.630859,5207500
2018-07-03,9000.000000,9040.000000,8810.000000,8935.000000,8126.842285,6845500
2018-07-04,8965.000000,9300.000000,8825.000000,9295.000000,8454.279297,5389500
2018-07-05,9240.000000,9340.000000,9090.000000,9250.000000,8413.349609,4884000
2018-07-06,9230.000000,9280.000000,9080.000000,9150.000000,8322.396484,6534500
2018-07-09,9240.000000,9280.000000,9115.000000,9280.000000,8440.635742,3660500
2018-07-10,9360.000000,9430.000000,9310.000000,9425.000000,8572.521484,7011000
2018-07-11,9400.000000,9525.000000,9320.000000,9505.000000,8645.287109,7940000
2018-07-12,9510.000000,9510.000000,9300.000000,9380.000000,8531.591797,4884500
2018-07-13,9340.000000,9465.000000,9330.000000,9380.000000,8531.591797,6592500
2018-07-16,9460.000000,9470.000000,9040.000000,9150.000000,8322.396484,7972500
2018-07-17,9080.000000,9115.000000,9005.000000,9080.000000,8258.725586,3969000
2018-07-18,9010.000000,9155.000000,9010.000000,9155.000000,8326.943359,4346500
2018-07-19,9150.000000,9160.000000,8950.000000,8950.000000,8140.484863,7982500
2018-07-20,8970.000000,8985.000000,8840.000000,8840.000000,8040.434082,6970000
2018-07-23,8840.000000,8960.000000,8830.000000,8900.000000,8095.006836,5777500
2018-07-24,8950.000000,8975.000000,8885.000000,8900.000000,8095.006836,5636500
2018-07-25,8900.000000,8900.000000,8795.000000,8810.000000,8013.147949,5838000
2018-07-26,8815.000000,8880.000000,8765.000000,8785.000000,7990.408691,10636000
2018-07-27,8785.000000,8865.000000,8715.000000,8865.000000,8063.172363,7331500
2018-07-30,8880.000000,8880.000000,8770.000000,8820.000000,8022.243652,9204500
2018-07-31,8760.000000,8760.000000,8530.000000,8650.000000,7867.618652,19481500
2018-08-01,8740.000000,8945.000000,8675.000000,8945.000000,8135.937012,14157500
2018-08-02,8945.000000,9045.000000,8900.000000,8990.000000,8176.866211,7817500
2018-08-03,8990.000000,9035.000000,8890.000000,8990.000000,8176.866211,5851500
2018-08-06,8990.000000,9035.000000,8915.000000,8945.000000,8135.937012,13798000
2018-08-07,8920.000000,8945.000000,8670.000000,8710.000000,7922.192871,18736500
2018-08-08,8760.000000,8795.000000,8595.000000,8600.000000,7822.141602,15150000
2018-08-09,8600.000000,8680.000000,8580.000000,8600.000000,7822.141602,7640000
2018-08-10,8680.000000,8720.000000,8635.000000,8710.000000,7922.192871,6211000
2018-08-13,8710.000000,8710.000000,8515.000000,8520.000000,7749.376953,7364500
2018-08-14,8520.000000,8520.000000,8080.000000,8200.000000,7458.321777,26017500
2018-08-15,8220.000000,8295.000000,8095.000000,8160.000000,7421.938965,8085000
2018-08-16,8160.000000,8510.000000,8120.000000,8505.000000,7735.734863,12282000
2018-08-17,8505.000000,8505.000000,8505.000000,8505.000000,7735.734863,0
2018-08-20,8520.000000,8640.000000,8470.000000,8470.000000,7703.899902,10759000
2018-08-21,8475.000000,8690.000000,8475.000000,8520.000000,7749.376953,5905500
2018-08-22,8520.000000,8520.000000,8520.000000,8520.000000,7749.376953,0
2018-08-23,8540.000000,8680.000000,8400.000000,8670.000000,7885.810547,14146500
2018-08-24,8700.000000,8700.000000,8555.000000,8600.000000,7822.141602,5122500
2018-08-27,8600.000000,8740.000000,8560.000000,8740.000000,7949.478516,7378500
2018-08-28,8740.000000,8835.000000,8720.000000,8835.000000,8035.887207,8690000
2018-08-29,8835.000000,8905.000000,8640.000000,8890.000000,8085.913086,11313500
2018-08-30,8890.000000,8920.000000,8755.000000,8860.000000,8058.624512,7008000
2018-08-31,8700.000000,8795.000000,8635.000000,8770.000000,7976.766113,11247000
2018-09-03,8790.000000,8790.000000,8695.000000,8735.000000,7944.930176,5491000
2018-09-04,8745.000000,8800.000000,8630.000000,8795.000000,7999.504883,5183000
2018-09-05,8790.000000,8790.000000,8200.000000,8320.000000,7567.467285,13913500
2018-09-06,8320.000000,8600.000000,8320.000000,8415.000000,7653.874512,15019500
2018-09-07,8430.000000,8910.000000,8430.000000,8895.000000,8090.459961,18795500
2018-09-10,8895.000000,9105.000000,8750.000000,9105.000000,8281.464844,24314000
2018-09-11,9105.000000,9105.000000,9105.000000,9105.000000,8281.464844,0
2018-09-12,9110.000000,9320.000000,9105.000000,9225.000000,8390.612305,20178000
2018-09-13,9225.000000,9315.000000,9210.000000,9310.000000,8467.923828,9448500
2018-09-14,9300.000000,9445.000000,9250.000000,9420.000000,8567.973633,13296500
2018-09-17,9420.000000,9425.000000,9130.000000,9210.000000,8376.968750,8578000
2018-09-18,9190.000000,9210.000000,9000.000000,9105.000000,8281.464844,12961500
2018-09-19,9110.000000,9360.000000,9110.000000,9240.000000,8404.254883,7205000
